'Communes';'Codes_Insee';'NB_Allocataires';'ALL_PAJE';'ALL_PRIM';'ALL_BASEP';'ALL_CMG';'ALL_CMG_ASMA';'ALL_CMG_DOM';'ALL_CMG_A';'ALL_Clca_Colca'
SAINT-JUIRE-CHAMPGILLON;85235;54;15;;;6;;;;7
SAINT-JULIEN-DES-LANDES;85236;211;68;;59;42;;;;21
SAINT-LAURENT-DE-LA-SALLE;85237;28;7;;;;;;;
SAINT-LAURENT-SUR-SEVRE;85238;671;137;;107;113;100;;15;43
SAINT-MAIXENT-SUR-VIE;85239;149;60;;44;41;;;;16
SAINT-MALO-DU-BOIS;85240;236;75;;53;61;52;;11;20
SAINT-MARS-LA-REORTHE;85242;129;41;;32;32;;;;14
BREM-SUR-MER;85243;302;62;;51;31;;;;25
SAINT-MARTIN-DE-FRAIGNEAU;85244;95;33;;25;21;;;;
SAINT-MARTIN-DES-FONTAINES;85245;18;5;;;;;;;
SAINT-MARTIN-DES-NOYERS;85246;323;102;;78;77;;;5;26
SAINT-MARTIN-DES-TILLEULS;85247;151;66;;51;50;;;;19
SAINT-MARTIN-LARS-EN-SAINTE-HERMINE;85248;46;11;;;6;;;;
SAINT-MATHURIN;85250;288;95;;72;72;63;;9;28
SAINT-MAURICE-DES-NOUES;85251;89;19;;;12;;;;6
SAINT-MAURICE-LE-GIRARD;85252;79;25;;17;15;;;;
SAINT-MESMIN;85254;210;58;;45;37;32;;6;18
SAINT-MICHEL-EN-L'HERM;85255;260;43;;38;19;;;;14
SAINT-MICHEL-LE-CLOUCQ;85256;177;57;;43;35;;;;11
SAINT-MICHEL-MONT-MERCURE;85257;257;78;;61;57;50;;8;21
SAINT-PAUL-EN-PAREDS;85259;197;68;;55;57;;;5;19
SAINT-PAUL-MONT-PENIT;85260;133;50;;;26;;;;15
SAINTE-PEXINE;85261;28;8;;;;;;;
SAINT-PHILBERT-DE-BOUAINE;85262;514;189;5;153;139;134;;;43
SAINT-PIERRE-DU-CHEMIN;85264;203;36;;25;22;;;;7
SAINT-PIERRE-LE-VIEUX;85265;132;35;;;19;;;;10
SAINT-PROUANT;85266;235;83;;58;56;;;;14
SAINTE-RADEGONDE-DES-NOYERS;85267;113;41;;24;30;;;;8
SAINT-REVEREND;85268;203;54;;42;35;;;;21
SAINT-SIGISMOND;85269;52;18;;;10;;;;7
SAINT-SULPICE-EN-PAREDS;85271;42;11;;;;;;;
SAINT-SULPICE-LE-VERDON;85272;156;65;;53;50;45;;;26
SAINT-URBAIN;85273;271;113;;79;77;71;;5;31
SAINT-VALERIEN;85274;64;16;;11;7;;;;
SAINT-VINCENT-STERLANGES;85276;115;43;;34;30;;;;13
SAINT-VINCENT-SUR-GRAON;85277;183;58;;52;39;;;;15
SAINT-VINCENT-SUR-JARD;85278;100;16;;;10;;;;
SALIGNY;85279;302;98;;77;78;65;;14;21
SALLERTAINE;85280;379;84;;65;54;;;5;18
SERIGNE;85281;123;43;;35;29;;;;9
SIGOURNAIS;85282;119;38;;27;20;;;;10
SOULLANS;85284;558;132;;108;95;89;;6;32
LE TABLIER;85285;108;32;;;21;;;;13
LA TAILLEE;85286;69;23;;16;13;;;;5
TALLUD-SAINTE-GEMME;85287;62;22;;17;17;;;;8
TALMONT-SAINT-HILAIRE;85288;1008;220;7;186;105;98;;;56
LA TARDIERE;85289;163;41;;26;25;;;;9
THIRE;85290;72;22;;;14;;;;
THORIGNY;85291;179;61;;51;33;;;;19
THOUARSAIS-BOUILDROUX;85292;150;29;;23;21;;;;6
TIFFAUGES;85293;235;59;;45;42;;;;20
LA TRANCHE-SUR-MER;85294;374;62;;43;36;30;;7;6
TREIZE-SEPTIERS;85295;488;164;;111;128;110;;16;40
TREIZE-VENTS;85296;189;70;;63;46;;;;24
TRIAIZE;85297;122;25;;;12;;;;11
VAIRE;85298;236;65;;56;40;;;;14
VELLUIRE;85299;117;37;;30;21;;;;7
VENANSAULT;85300;655;165;;136;97;;;;38
VENDRENNES;85301;254;92;;81;62;;;;25
LA VERRIE;85302;516;177;;141;137;119;;17;45
VIX;85303;238;63;;47;29;;;;12
VOUILLE-LES-MARAIS;85304;132;31;;23;16;;;;6
VOUVANT;85305;110;25;;;13;;;;8
XANTON-CHASSENON;85306;97;32;;25;19;;;;5
LA FAUTE-SUR-MER;85307;77;;;;;;;;
ADRIERS;86001;107;10;;;5;;;;
AMBERRE;86002;73;24;;18;19;;;;
ANCHE;86003;48;15;;;;;;;
ANGLES-SUR-L'ANGLIN;86004;31;;;;;;;;
ANGLIERS;86005;87;27;;22;16;;;;8
ANTIGNY;86006;55;5;;;;;;;
ANTRAN;86007;147;52;;39;33;;;;15
ARCAY;86008;37;9;;;;;;;
ARCHIGNY;86009;151;43;;32;21;;;;9
ASLONNES;86010;144;42;;33;28;;;;16
ASNIERES-SUR-BLOUR;86011;11;;;;;;;;
ASNOIS;86012;10;;;;;;;;
AULNAY;86013;6;;;;;;;;
AVAILLES-EN-CHATELLERAULT;86014;240;81;;64;40;;;;22
AVAILLES-LIMOUZINE;86015;160;32;;;16;;;;10
AVANTON;86016;297;113;;96;74;;;;24
AYRON;86017;173;47;;39;26;;;;13
BASSES;86018;32;10;;;5;;;;
BEAUMONT;86019;282;71;;58;41;;;;19
BELLEFONDS;86020;22;7;;;;;;;
BENASSAY;86021;105;21;;;;;;;8
BERRIE;86022;18;7;;;;;;;
BERTHEGON;86023;44;8;;;;;;;
BERUGES;86024;162;44;;37;28;;;;10
BETHINES;86025;60;11;;;;;;;
BEUXES;86026;83;20;;;;;;;
BIARD;86027;347;40;;33;19;;;;13
BIGNOUX;86028;130;43;;36;30;;;;16
BLANZAY;86029;88;16;;11;;;;;
BLASLAY;86030;74;17;;12;12;;;;
BONNES;86031;215;58;;46;38;;;;17
BONNEUIL-MATOURS;86032;328;82;;70;57;;;;18
BOURESSE;86034;60;15;;;5;;;;6
BOURG-ARCHAMBAULT;86035;16;;;;;;;;
BOURNAND;86036;108;40;;26;27;;;;8
BRIGUEIL-LE-CHANTRE;86037;46;;;;;;;;
BRION;86038;33;11;;5;;;;;
BRUX;86039;98;20;;;11;;;;
LA BUSSIERE;86040;28;5;;;;;;;
BUXEROLLES;86041;1951;301;8;258;123;116;;;60
BUXEUIL;86042;124;33;;;20;;;;10
CEAUX-EN-COUHE;86043;78;21;;;8;;;;8
CEAUX-EN-LOUDUN;86044;74;19;;;12;;;;5
CELLE-LEVESCAULT;86045;189;63;;51;43;;;;14
CENON-SUR-VIENNE;86046;228;62;;52;30;;;;18
CERNAY;86047;58;16;;11;9;;;;
CHABOURNAY;86048;146;50;;43;31;;;;14
CHALAIS;86049;58;15;;10;9;;;;
CHALANDRAY;86050;101;31;;21;24;;;;10
CHAMPAGNE-LE-SEC;86051;16;5;;;;;;;
CHAMPAGNE-SAINT-HILAIRE;86052;127;40;;31;23;;;;12
CHAMPIGNY-LE-SEC;86053;151;38;;26;29;;;;7
CHAMPNIERS;86054;25;7;;;;;;;
LA CHAPELLE-BATON;86055;32;7;;;;;;;
LA CHAPELLE-MONTREUIL;86056;101;36;;29;25;;;;12
LA CHAPELLE-MOULIERE;86058;96;34;;27;23;;;;9
CHAPELLE-VIVIERS;86059;89;29;;24;12;;;;
CHARRAIS;86060;162;61;;51;43;;;;17
CHARROUX;86061;147;21;;16;7;;;;5
CHASSENEUIL-DU-POITOU;86062;1219;144;;130;76;;;;33
CHATAIN;86063;31;6;;;;;;;
CHATEAU-GARNIER;86064;82;16;;;10;;;;
CHATEAU-LARCHER;86065;141;44;;39;33;;;;17
CHATELLERAULT;86066;7293;1057;21;969;203;191;9;;161
CHATILLON;86067;32;12;;7;;;;;5
CHAUNAY;86068;212;28;;23;14;;;;5
LA CHAUSSEE;86069;26;;;;;;;;
CHAUVIGNY;86070;1203;191;;140;121;115;5;;38
CHENECHE;86071;47;20;;;11;;;;6
CHENEVELLES;86072;68;12;;;;;;;
CHERVES;86073;85;19;;;9;;;;7
CHIRE-EN-MONTREUIL;86074;128;35;;;15;;;;15
CHOUPPES;86075;94;28;;23;22;;;;
CISSE;86076;355;111;;83;71;66;;;36
CIVAUX;86077;183;44;;36;20;;;;13
CIVRAY;86078;465;44;;33;19;;;;10
LA ROCHE-RIGAULT;86079;74;24;;;12;;;;
CLOUE;86080;57;25;;18;19;;;;5
COLOMBIERS;86081;191;47;;34;30;;;;11
COUHE;86082;327;51;;46;26;;;;16
COULOMBIERS;86083;146;52;;38;34;;;;16
COULONGES;86084;18;;;;;;;;
COUSSAY;86085;24;8;;;;;;;
COUSSAY-LES-BOIS;86086;128;44;;29;30;;;;9
CRAON;86087;21;7;;;;;;;
CROUTELLE;86088;110;19;;;12;;;;7
CUHON;86089;56;16;;9;;;;;
CURCAY-SUR-DIVE;86090;20;6;;;;;;;
CURZAY-SUR-VONNE;86091;60;11;;;;;;;
DANGE-SAINT-ROMAIN;86092;433;82;;61;48;;;;16
DERCE;86093;20;5;;;;;;;
DIENNE;86094;77;26;;;19;;;;9
DISSAY;86095;483;131;5;113;69;;;;45
DOUSSAY;86096;83;29;;22;16;;;;10
LA FERRIERE-AIROUX;86097;45;12;;;;;;;
FLEIX;86098;16;5;;;;;;;
FLEURE;86099;162;28;;23;17;;;;5
FONTAINE-LE-COMTE;86100;455;106;;92;54;;;;26
FROZES;86102;73;24;;;17;;;;10
GENCAY;86103;279;46;;39;29;;;;8
GENOUILLE;86104;51;14;;;6;;;;
GIZAY;86105;53;11;;;5;;;;
GLENOUZE;86106;12;;;;;;;;
GOUEX;86107;57;18;;;10;;;;
LA GRIMAUDIERE;86108;36;10;;;;;;;
GUESNES;86109;21;7;;;;;;;
HAIMS;86110;26;11;;;6;;;;6
INGRANDES;86111;234;54;;46;34;;;;14
L'ISLE-JOURDAIN;86112;162;22;;;10;;;;
ITEUIL;86113;457;111;;90;70;;;;28
JARDRES;86114;176;63;;56;40;;;;18
JAUNAY-CLAN;86115;1125;197;5;160;110;105;;;37
JAZENEUIL;86116;124;23;;17;17;;;;6
JOUHET;86117;61;12;;;;;;;
JOURNET;86118;39;6;;;;;;;
JOUSSE;86119;37;6;;;;;;;
LATHUS-SAINT-REMY;86120;109;22;;17;11;;;;
LATILLE;86121;241;53;;37;31;;;;7
LAUTHIERS;86122;10;;;;;;;;
LAVAUSSEAU;86123;120;24;;;16;;;;5
LAVOUX;86124;153;53;;48;31;;;;20
LEIGNE-LES-BOIS;86125;76;19;;;9;;;;
LEIGNES-SUR-FONTAINE;86126;92;30;;25;15;;;;6
LEIGNE-SUR-USSEAU;86127;60;17;;12;;;;;5
LENCLOITRE;86128;415;88;;71;51;;;;23
LESIGNY;86129;63;21;;11;;;;;
LEUGNY;86130;63;23;;16;17;;;;6
LHOMMAIZE;86131;132;37;;;19;;;;10
LIGLET;86132;24;5;;;;;;;
LIGUGE;86133;404;91;;74;63;57;;;25
LINAZAY;86134;29;;;;;;;;
LINIERS;86135;74;24;;17;19;;;;7
LIZANT;86136;55;8;;;;;;;
LOUDUN;86137;1144;154;;127;68;;;;25
LUCHAPT;86138;34;;;;;;;;
LUSIGNAN;86139;463;66;;52;36;;;;11
LUSSAC-LES-CHATEAUX;86140;375;74;;55;35;;;;19
MAGNE;86141;86;27;;;17;;;;10
MAILLE;86142;110;44;;32;29;;;;11
MAIRE;86143;17;;;;;;;;
MAISONNEUVE;86144;48;18;;;13;;;;
MARCAY;86145;179;58;;52;40;;;;13
MARIGNY-BRIZAY;86146;198;59;;48;37;;;;16
MARIGNY-CHEMEREAU;86147;93;31;;26;19;;;;8
MARNAY;86148;94;24;;;12;;;;12
MARTAIZE;86149;42;10;;;;;;;
MASSOGNES;86150;33;12;;;6;;;;
MAULAY;86151;20;6;;;;;;;
MAUPREVOIR;86152;54;12;;;5;;;;
MAZEROLLES;86153;114;27;;;17;;;;5
MAZEUIL;86154;24;8;;;;;;;
MESSEME;86156;30;12;;;;;;;
MIGNALOUX-BEAUVOIR;86157;611;114;;85;42;33;;6;31
MIGNE-AUXANCES;86158;825;182;;150;97;92;5;;39
MILLAC;86159;51;7;;;;;;;
MIREBEAU;86160;454;85;;70;42;;;;20
MONCONTOUR;86161;122;26;;21;12;;;;
MONDION;86162;10;;;;;;;;
MONTAMISE;86163;477;114;;87;56;49;;;28
MONTHOIRON;86164;80;29;;21;22;;;;5
MONTMORILLON;86165;1001;148;;126;76;;;;32
MONTREUIL-BONNIN;86166;112;36;;30;22;;;;15
MONTS-SUR-GUESNES;86167;166;23;;17;12;;;;5
MORTON;86169;47;18;;13;9;;;;
MOULISMES;86170;41;10;;;;;;;
MOUSSAC;86171;40;6;;;;;;;
MOUTERRE-SUR-BLOURDE;86172;27;;;;;;;;
MOUTERRE-SILLY;86173;75;12;;;7;;;;
NAINTRE;86174;869;186;;163;80;;;;38
NALLIERS;86175;43;7;;;;;;;
NERIGNAC;86176;12;;;;;;;;
NEUVILLE-DE-POITOU;86177;891;182;;155;101;93;;6;38
NIEUIL-L'ESPOIR;86178;376;101;;88;60;53;;5;27
NOUAILLE-MAUPERTUIS;86180;368;81;;59;52;47;;;26
NUEIL-SOUS-FAYE;86181;22;5;;;;;;;
ORCHES;86182;63;13;;;7;;;;
LES ORMES;86183;245;72;;59;45;;;;15
OUZILLY;86184;138;36;;28;23;;;;8
OYRE;86186;126;27;;20;17;;;;7
PAIZAY-LE-SEC;86187;67;15;;;8;;;;
PAYRE;86188;139;34;;25;25;;;;5
PAYROUX;86189;58;8;;;;;;;
PERSAC;86190;90;14;;;6;;;;
PINDRAY;86191;19;;;;;;;;
PLAISANCE;86192;15;;;;;;;;
PLEUMARTIN;86193;184;33;;;13;;;;11
POITIERS;86194;28308;2628;74;2328;592;482;58;60;372
PORT-DE-PILES;86195;87;25;;19;12;;;;
POUANCAY;86196;25;5;;;;;;;
POUANT;86197;44;7;;;;;;;
POUILLE;86198;86;27;;22;20;;;;9
PRESSAC;86200;72;10;;;;;;;
PRINCAY;86201;21;;;;;;;;
LA PUYE;86202;107;20;;14;13;;;;
QUEAUX;86203;45;15;;;9;;;;
QUINCAY;86204;280;75;;58;40;;;;26
RANTON;86205;20;;;;;;;;
RASLAY;86206;15;6;;;;;;;
LA ROCHE-POSAY;86207;222;34;;27;15;;;;10
LE ROCHEREAU;86208;118;41;;32;31;;;;13
ROCHES-PREMARIE-ANDILLE;86209;255;73;;58;43;35;5;;21
ROIFFE;86210;103;38;;27;23;;;;7
ROMAGNE;86211;104;31;;;17;;;;9
ROUILLE;86213;372;90;;69;47;;;;20
SAINT-BENOIT;86214;1252;170;;142;68;58;5;;43
SAINT-CHRISTOPHE;86217;34;6;;;;;;;
SAINT-CLAIR;86218;21;6;;;;;;;
SAINT-CYR;86219;162;56;;44;30;;;;14
SAINT-GAUDENT;86220;24;5;;;;;;;
SAINT-GENEST-D'AMBIERE;86221;161;48;;33;35;;;;6
SAINT-GEORGES-LES-BAILLARGEAUX;86222;573;140;;112;75;;;;41
SAINT-GERMAIN;86223;125;20;;;15;;;;
SAINT-GERVAIS-LES-TROIS-CLOCHERS;86224;181;44;;36;23;;;;12
SAINT-JEAN-DE-SAUVES;86225;186;33;;26;23;;;;8
SAINT-JULIEN-L'ARS;86226;377;105;;94;60;;;;29
SAINT-LAON;86227;11;6;;;;;;;
SAINT-LAURENT-DE-JOURDES;86228;25;12;;;;;;;
SAINT-LEGER-DE-MONTBRILLAIS;86229;46;13;;;5;;;;
SAINT-LEOMER;86230;14;5;;;;;;;
SAINT-MACOUX;86231;54;9;;;;;;;
VALDIVIENNE;86233;382;105;;87;62;;;;25
SAINT-MARTIN-L'ARS;86234;35;7;;;;;;;
SAINT-MAURICE-LA-CLOUERE;86235;181;57;;44;32;;;;14
SAINT-PIERRE-DE-MAILLE;86236;116;19;;;9;;;;
SAINT-PIERRE-D'EXIDEUIL;86237;81;19;;;12;;;;6
SAINTE-RADEGONDE;86239;19;7;;;;;;;
SAINT-REMY-SUR-CREUSE;86241;49;19;;14;;;;;6
SAINT-ROMAIN;86242;48;15;;;7;;;;
SAINT-SAUVANT;86244;197;45;;38;23;;;;17
SAINT-SAUVEUR;86245;127;27;;;18;;;;10
SAINT-SAVIN;86246;118;16;;;6;;;;
SAINT-SAVIOL;86247;67;20;;;12;;;;
SAINT-SECONDIN;86248;79;15;;;9;;;;7
SAIRES;86249;9;;;;;;;;
SAIX;86250;29;9;;;;;;;
SAMMARCOLLES;86252;79;22;;;11;;;;10
SANXAY;86253;71;18;;;;;;;5
SAULGE;86254;98;22;;15;12;;;;
SAVIGNE;86255;160;32;;27;16;;;;9
SAVIGNY-LEVESCAULT;86256;141;54;;39;37;30;;7;10
SAVIGNY-SOUS-FAYE;86257;53;19;;;7;;;;
SCORBE-CLAIRVAUX;86258;336;87;;69;51;;;;22
SENILLE;86259;89;20;;15;14;;;;7
SERIGNY;86260;29;10;;;;;;;
SEVRES-ANXAUMONT;86261;278;66;;58;41;;;;27
SILLARS;86262;63;20;;;15;;;;5
SMARVES;86263;406;90;;71;49;;;5;26
SOMMIERES-DU-CLAIN;86264;116;12;;;;;;;6
SOSSAIS;86265;56;11;;;;;;;
SURIN;86266;12;;;;;;;;
TERCE;86268;163;50;;42;34;;;;16
TERNAY;86269;21;7;;;;;;;
THOLLET;86270;14;;;;;;;;
THURAGEAU;86271;94;30;;;18;;;;9
THURE;86272;349;75;;61;44;;;;15
LA TRIMOUILLE;86273;99;17;;;10;;;;
LES TROIS-MOUTIERS;86274;150;30;;;12;;;;
USSEAU;86275;85;26;;15;14;;;;6
USSON-DU-POITOU;86276;175;23;;;9;;;;
VARENNES;86277;44;12;;;;;;;
VAUX;86278;83;24;;18;16;;;;
VAUX-SUR-VIENNE;86279;64;14;;8;9;;;;
VELLECHES;86280;53;14;;;8;;;;
VENDEUVRE-DU-POITOU;86281;459;139;;115;82;;;;38
VERNON;86284;85;28;;;17;;;;10
VERRIERES;86285;143;40;;30;24;;;;9
VERRUE;86286;44;9;;;;;;;
VEZIERES;86287;41;11;;;;;;;
VICQ-SUR-GARTEMPE;86288;71;16;;;5;;;;
LE VIGEANT;86289;58;10;;;;;;;
LA VILLEDIEU-DU-CLAIN;86290;238;72;;58;49;;;;16
VILLEMORT;86291;7;;;;;;;;
VILLIERS;86292;132;47;;41;33;;;;14
VIVONNE;86293;672;127;5;102;71;;;;35
VOUILLE;86294;589;113;;92;69;64;;;35
VOULEME;86295;43;12;;;;;;;
VOULON;86296;71;23;;;18;;;;6
VOUNEUIL-SOUS-BIARD;86297;780;211;;175;130;122;;5;51
VOUNEUIL-SUR-VIENNE;86298;333;94;6;75;49;;;;29
VOUZAILLES;86299;91;30;;24;21;;;;7
YVERSAY;86300;72;36;;;19;;;;11
AIXE-SUR-VIENNE;87001;942;184;;150;83;70;;13;38
AMBAZAC;87002;878;157;;129;78;;;;40
ARNAC-LA-POSTE;87003;97;16;;10;6;;;;
AUGNE;87004;9;;;;;;;;
AUREIL;87005;110;36;;29;31;18;;13;
AZAT-LE-RIS;87006;15;;;;;;;;
BALLEDENT;87007;21;;;;;;;;
LA BAZEUGE;87008;9;;;;;;;;
BEAUMONT-DU-LAC;87009;16;6;;;;;;;
BELLAC;87011;825;101;;81;40;;;;10
BERNEUIL;87012;41;11;;;6;;;;
BERSAC-SUR-RIVALIER;87013;80;17;;12;12;;;;
BESSINES-SUR-GARTEMPE;87014;450;87;;71;40;;;;26
BEYNAC;87015;91;33;;26;25;;;;8
LES BILLANGES;87016;32;6;;;;;;;
BLANZAC;87017;58;14;;;5;;;;
BLOND;87018;76;20;;;7;;;;
BOISSEUIL;87019;343;96;;67;60;;;5;25
BONNAC-LA-COTE;87020;221;77;;58;49;;;;17
BOSMIE-L'AIGUILLE;87021;335;80;;67;43;;;;24
BREUILAUFA;87022;15;;;;;;;;
LE BUIS;87023;20;;;;;;;;
BUJALEUF;87024;129;22;;;11;;;;
BURGNAC;87025;106;35;;27;23;;;;6
BUSSIERE-BOFFY;87026;39;;;;;;;;
BUSSIERE-GALANT;87027;123;19;;;7;;;;
BUSSIERE-POITEVINE;87028;104;23;;;7;;;;6
LES CARS;87029;95;17;;12;9;;;;
CHAILLAC-SUR-VIENNE;87030;149;47;;32;28;;;;13
LE CHALARD;87031;27;;;;;;;;
CHALUS;87032;238;40;;34;16;;;;6
CHAMBORET;87033;101;33;;28;15;;;;8
CHAMPAGNAC-LA-RIVIERE;87034;53;12;;;;;;;
CHAMPNETERY;87035;57;17;;;;;;;
CHAMPSAC;87036;69;21;;15;9;;;;
LA CHAPELLE-MONTBRANDEIX;87037;14;;;;;;;;
CHAPTELAT;87038;273;92;;68;64;;;;15
CHATEAU-CHERVIX;87039;76;15;;10;7;;;;6
CHATEAUNEUF-LA-FORET;87040;221;30;;25;12;;;;10
CHATEAUPONSAC;87041;311;57;;46;29;;;;12
LE CHATENET-EN-DOGNON;87042;43;15;;;9;;;;
CHEISSOUX;87043;20;5;;;;;;;
CHERONNAC;87044;30;;;;;;;;
CIEUX;87045;128;29;;20;22;;;;
COGNAC-LA-FORET;87046;170;47;;38;22;;;;11
COMPREIGNAC;87047;264;86;;70;47;;;;15
CONDAT-SUR-VIENNE;87048;707;170;;132;96;87;;9;34
COUSSAC-BONNEVAL;87049;132;25;;;13;;;;
COUZEIX;87050;1247;263;;217;114;104;;6;65
LA CROISILLE-SUR-BRIANCE;87051;73;10;;5;5;;;;
LA CROIX-SUR-GARTEMPE;87052;16;6;;;;;;;
CROMAC;87053;24;6;;;;;;;
CUSSAC;87054;177;25;;;7;;;;
DARNAC;87055;44;8;;;;;;;
DINSAC;87056;18;;;;;;;;
DOMPIERRE-LES-EGLISES;87057;27;;;;;;;;
DOMPS;87058;10;;;;;;;;
LE DORAT;87059;255;32;;;12;;;;6
DOURNAZAC;87060;58;18;;;5;;;;6
DROUX;87061;32;5;;;;;;;
EYBOULEUF;87062;57;22;;;12;;;;5
EYJEAUX;87063;174;54;;39;31;;;;11
EYMOUTIERS;87064;249;31;;26;9;;;;
FEYTIAT;87065;876;183;;150;78;71;;5;45
FLAVIGNAC;87066;139;35;;;21;;;;11
FOLLES;87067;44;7;;;;;;;
FROMENTAL;87068;68;22;;;12;;;;5
GAJOUBERT;87069;10;;;;;;;;
LA GENEYTOUSE;87070;111;44;;;26;;;;12
GLANDON;87071;108;22;;;10;;;;5
GLANGES;87072;65;13;;;;;;;
GORRE;87073;46;7;;;;;;;
LES GRANDS-CHEZEAUX;87074;22;6;;;;;;;
ISLE;87075;1126;213;;177;98;86;;8;39
JABREILLES-LES-BORDES;87076;25;6;;;;;;;
JANAILHAC;87077;64;29;;;15;;;;7
JAVERDAT;87078;105;28;;18;18;;;;
LA JONCHERE-SAINT-MAURICE;87079;117;23;;;9;;;;
JOUAC;87080;24;;;;;;;;
JOURGNAC;87081;148;44;;35;28;23;;5;15
LADIGNAC-LE-LONG;87082;151;20;;;5;;;;5
LAURIERE;87083;85;11;;;;;;;
LAVIGNAC;87084;15;5;;;;;;;
LIMOGES;87085;33869;3982;118;3513;869;688;65;123;503
LINARDS;87086;165;26;;16;15;;;;
LUSSAC-LES-EGLISES;87087;59;7;;;;;;;
MAGNAC-BOURG;87088;150;26;;;13;;;;
MAGNAC-LAVAL;87089;284;32;;26;17;;;;5
MAILHAC-SUR-BENAIZE;87090;33;;;;;;;;
MAISONNAIS-SUR-TARDOIRE;87091;40;8;;;;;;;
MARVAL;87092;37;6;;;;;;;
MASLEON;87093;31;7;;;;;;;
MEILHAC;87094;82;21;;16;14;;;;6
MEUZAC;87095;70;15;;10;9;;;;
LA MEYZE;87096;95;21;;;10;;;;6
MEZIERES-SUR-ISSOIRE;87097;99;15;;;8;;;;
MOISSANNES;87099;41;12;;;7;;;;
MONTROL-SENARD;87100;37;11;;;5;;;;
MORTEMART;87101;20;;;;;;;;
NANTIAT;87103;246;43;;32;24;;;;10
NEDDE;87104;38;6;;;;;;;
NEUVIC-ENTIER;87105;147;14;;;6;;;;5
NEXON;87106;417;80;;70;38;32;;5;22
NIEUL;87107;228;48;;37;28;;;;10
NOUIC;87108;50;6;;;;;;;
ORADOUR-SAINT-GENEST;87109;24;;;;;;;;
ORADOUR-SUR-GLANE;87110;356;91;;71;44;;;;15
ORADOUR-SUR-VAYRES;87111;180;21;;;11;;;;
PAGEAS;87112;61;11;;;6;;;;
LE PALAIS-SUR-VIENNE;87113;895;195;5;159;83;75;;6;43
PANAZOL;87114;1484;256;6;211;120;104;;9;48
PENSOL;87115;18;5;;;;;;;
PEYRAT-DE-BELLAC;87116;111;20;;;7;;;;5
PEYRAT-LE-CHATEAU;87117;93;11;;6;;;;;
PEYRILHAC;87118;161;37;;;20;;;;6
PIERRE-BUFFIERE;87119;190;39;;;19;;;;13
LA PORCHERIE;87120;54;9;;;;;;;
RANCON;87121;59;6;;;;;;;
RAZES;87122;167;47;;39;28;;;;13
REMPNAT;87123;12;;;;;;;;
RILHAC-LASTOURS;87124;41;12;;;;;;;
RILHAC-RANCON;87125;535;132;;108;76;69;;5;34
ROCHECHOUART;87126;512;80;;58;40;;;;9
LA ROCHE-L'ABEILLE;87127;56;16;;;7;;;;
ROUSSAC;87128;58;12;;;;;;;
ROYERES;87129;81;24;;;16;;;;7
ROZIERS-SAINT-GEORGES;87130;20;6;;;;;;;
SAILLAT-SUR-VIENNE;87131;106;22;;;9;;;;6
SAINT-AMAND-LE-PETIT;87132;10;;;;;;;;
SAINT-AMAND-MAGNAZEIX;87133;46;9;;;;;;;
SAINTE-ANNE-SAINT-PRIEST;87134;17;;;;;;;;
SAINT-AUVENT;87135;97;25;;;12;;;;5
SAINT-BARBANT;87136;31;;;;;;;;
SAINT-BAZILE;87137;9;;;;;;;;
SAINT-BONNET-BRIANCE;87138;79;17;;11;;;;;5
SAINT-BONNET-DE-BELLAC;87139;60;14;;;5;;;;
SAINT-BRICE-SUR-VIENNE;87140;231;66;;48;46;;;;14
SAINT-CYR;87141;93;17;;;7;;;;6
SAINT-DENIS-DES-MURS;87142;71;23;;;13;;;;6
SAINT-GENCE;87143;279;72;;55;41;;;;19
SAINT-GENEST-SUR-ROSELLE;87144;66;25;;20;18;;;;7
SAINT-GEORGES-LES-LANDES;87145;22;;;;;;;;
SAINT-GERMAIN-LES-BELLES;87146;192;30;;24;14;;;;8
SAINT-GILLES-LES-FORETS;87147;;;;;;;;;
SAINT-HILAIRE-BONNEVAL;87148;127;44;;37;30;23;;6;14
SAINT-HILAIRE-LA-TREILLE;87149;34;8;;;;;;;
SAINT-HILAIRE-LES-PLACES;87150;107;28;;20;14;;;;5
SAINT-JEAN-LIGOURE;87151;51;19;;;9;;;;
SAINT-JOUVENT;87152;214;62;;50;40;;;;10
SAINT-JULIEN-LE-PETIT;87153;30;;;;;;;;
SAINT-JUNIEN;87154;2025;289;;238;112;102;5;;45
SAINT-JUNIEN-LES-COMBES;87155;12;;;;;;;;
SAINT-JUST-LE-MARTEL;87156;385;96;;72;62;;;;20
SAINT-LAURENT-LES-EGLISES;87157;109;29;;24;18;;;;9
SAINT-LAURENT-SUR-GORRE;87158;243;44;;32;23;;;;13
SAINT-LEGER-LA-MONTAGNE;87159;28;10;;;;;;;
SAINT-LEGER-MAGNAZEIX;87160;50;;;;;;;;
SAINT-LEONARD-DE-NOBLAT;87161;803;123;;105;46;;;;21
SAINTE-MARIE-DE-VAUX;87162;27;6;;;;;;;
SAINT-MARTIAL-SUR-ISOP;87163;8;;;;;;;;
SAINT-MARTIN-DE-JUSSAC;87164;85;21;;;15;;;;
SAINT-MARTIN-LE-MAULT;87165;11;;;;;;;;
SAINT-MARTIN-LE-VIEUX;87166;112;29;;23;17;;;;5
SAINT-MARTIN-TERRESSUS;87167;76;16;;;6;;;;
SAINT-MATHIEU;87168;122;12;;;6;;;;
